Name,Code,Type,Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
North America,NAC,Regions Clubbed Geographically,Military expenditure (current USD),47082442711,49485820881,54052313753,53905091701,52870457283,53401704540,65186422827,77223500366,82529265817,83213108751,81735157918,76939659711,79872737031,80721060955,88715465529,91580915490,94594805735,1.05E+11,1.13E+11,1.26E+11,1.43E+11,1.75E+11,2.20E+11,2.21E+11,2.39E+11,2.66E+11,2.89E+11,2.97E+11,3.03E+11,3.15E+11,3.18E+11,2.92E+11,3.16E+11,3.08E+11,2.98E+11,2.88E+11,2.80E+11,2.84E+11,2.82E+11,2.89E+11,3.10E+11,3.21E+11,3.65E+11,4.25E+11,4.76E+11,5.16E+11,5.42E+11,5.74E+11,6.40E+11,6.88E+11,7.17E+11,7.33E+11,7.05E+11,6.58E+11,6.28E+11,6.14E+11,6.18E+11,6.27E+11,6.70E+11
Namibia,NAM,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144767719.8,124561274.3,70155520.33,56958995.16,68236520.19,66463535.19,83659580.38,78912428.46,105765957.2,92397796.49,96757182.45,87992258.58,129449089.5,166997177.9,192072120.8,199559185.1,228174673.6,266250021.2,299516030.2,396539101.4,443591424.5,412163503.6,389958736.7,537453813.3,518231065.4,425388449.6,457882191.3,451546508.8
New Caledonia,NCL,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,7330399.929,8181627.956,11010257.25,14774701.32,17482911.97,17039000.38,13984418.41,12781263.88,12354815.18,10632625.18,10877815.44,14412109.52,13662211.31,,,,,,,17471024.22,18431407.12,17398035.78,17304328.31,22035691.04,23550468.65,20084946.68,24828146.93,20660327.01,24604267.03,31611724.73,32798198.18,,,53630486.48,53000300.73,66889841.44,83947561.38,148865779.9,106064286.3,145600356,,166192292.3,200183930,229639906.1
Nigeria,NGA,Country,Military expenditure (current USD),23379990.65,28279988.69,38639984.54,45499981.8,54319978.27,65939973.62,55719977.71,239959904,369039852.4,684459726.2,662339735.1,639259541.9,904095638.4,1020223592,1351141235,3028584797,2644426038,3138198948,3022642270,3070825338,3029915085,2135475014,1651914513,1627393327,1210916250,1091662993,516893509.3,201691218.2,271106046.5,170705511.3,277297783.5,243705781,173657679.3,289231103.9,319694489.9,639406630.6,701412878.6,818784525.3,1149684730,491671368.6,368644109.5,570632287.8,896913201.4,587461887.3,639990066.8,674208144.8,776148058.3,971321378.6,1615533211,1504486172,1990099669,2384936022,2316478200,2418760171,2357665891,2065557663,1723204266,1621218176,2043051719
Nicaragua,NIC,Country,Military expenditure (current USD),,,,,,,,,6891062.971,6988120.196,8346921.345,8443978.57,10967466.42,10433752.95,14995341.25,18537929.96,25234878.48,35231772.65,44549266.25,32278195,47159888.99,71927312.7,,,,,,,,,1142475980,67668345.5,47200000,40210589.62,35401494.6,35119851.46,31533400.51,30270700.5,26271274.53,26927929.68,30825265.68,28193450.44,34831910.07,35307124.98,32628065.16,34123573.95,37285145.13,39472043.8,42659728.78,41721772.9,44272442.92,51453111.13,70132969.8,74532010.94,81391931.09,98932947.15,85073598.44,86725444.84,81593932.69
Netherlands,NLD,Country,Military expenditure (current USD),454719432.1,551530519.8,603866851.7,637373073.3,735383641.4,749993912.4,770691796.3,883921396.7,905836803.3,1017240120,1079942533,1249389090,1522236183,1917119276,2285358296,2814545011,2898055461,3704801157,4226968876,5038015817,5269306825,4527100427,4829535607,4256634367,3977294580,3884181822,5351016847,6542917225,6728811707,6399237699,7420849636,7246192325,7904561273,7054868962,7137373801,8011539559,7829004728,6839136799,6836084823,7026433290,5971807629,6200391943,6728153969,8356338470,9377114724,9566980053,10217765740,11480377424,12374848940,12131812076,11220523280,11647934608,10364720787,10226260325,10332602878,8667849617,9115240932,9580685498,11242755804
Norway,NOR,Country,Military expenditure (current USD),148119940.8,165059934,191939923.2,205099918,219799912.1,265579893.8,272579891,293579882.6,321999871.2,350279859.9,388359844.7,428293444.8,491632831.2,607891665.2,710867536.4,912771143.3,977362861.3,1114680192,1307453860,1453771374,1668684529,1649618173,1697544015,1698789946,1554623805,1796625192,2168162775,2753415610,2894745726,2932580201,3394869435,3287551636,3803684930,3175583193,3403291213,3508040839,3537003416,3253032488,3324939365,3309198286,2922343510,2965973987,4065868548,4517514992,4887380337,4884904928,5011748967,5875288100,6370921986,6195603602,6498659038,7232260585,7143962183,7391829787,7334073604,5815228175,5997385048,6465750412,7067073381
Nepal,NPL,Country,Military expenditure (current USD),,,,,,,,,,,5185185.185,5891358.025,6503703.704,7152747.935,8446969.697,10529138.04,11876000,13208000,14867263.94,17300000,20083333.33,21959582.69,25491173.23,29081758.93,29211271.37,30532050.16,31053048.07,33928833.32,35789121.14,36331136.35,37929191.13,35431485.71,37607537.89,37041837.42,39252998.63,39766584.51,39547026.04,42587851.99,42273075.89,47484957.37,51358135.31,64701738.38,85405885.72,102934146.2,130650327.9,159326023.8,157247689.5,169575397.1,187069695.8,209703502,254950072.1,284518851.1,256686839.5,281038425.7,328115662.2,323797729.6,356495278.6,404705219.5,398521544.9
Nauru,NRU,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,Country,Military expenditure (current USD),101219676.1,96678751.22,96323106.14,100042547.6,123402030.6,126982427.6,148221481.3,149591230.9,135520021.7,147560023.6,171920027.5,180841169.8,206172013.2,246331493,291444123.1,292259947.4,271671526.2,307431743.8,388573502.3,436892310.9,676939260.5,660354444.4,608767756.5,567555469.4,530331804.6,529191398.5,691134040,925756538.6,961838312.4,959602906.4,1057749672,989033810,870398917.2,866788074.6,979531817,1146415728,1238271987,1180888907,969356349.5,970306042,858414919.5,796636889.1,865788853,1132832007,1285163189,1389770959,1463950819,1713995943,1661242822,1623013593,1930748002,2080091009,2094946041,2134105838,2274148859,1943757736,2093352062,2328156653,2262928312
OECD members,OED,Regions Clubbed Economically,Military expenditure (current USD),67776988377,71614957875,78891385690,80972809102,81481501862,83645315919,97527198579,1.12E+11,1.18E+11,1.21E+11,1.23E+11,1.23E+11,1.34E+11,1.48E+11,1.65E+11,1.81E+11,1.87E+11,2.08E+11,2.29E+11,2.53E+11,2.88E+11,3.14E+11,3.57E+11,3.54E+11,3.68E+11,3.97E+11,4.57E+11,5.00E+11,5.25E+11,5.34E+11,5.76E+11,5.61E+11,5.95E+11,5.70E+11,5.68E+11,5.81E+11,5.71E+11,5.54E+11,5.46E+11,5.60E+11,5.69E+11,5.70E+11,6.32E+11,7.40E+11,8.29E+11,8.80E+11,9.19E+11,9.93E+11,1.10E+12,1.13E+12,1.16E+12,1.20E+12,1.16E+12,1.10E+12,1.08E+12,1.01E+12,1.02E+12,1.05E+12,1.12E+12
Oman,OMN,Country,Military expenditure (current USD),,,,,,,,,,,,29065079.3,54524419.38,89826506.52,255573248.4,523306311.5,589099594.7,514837869.1,574334105.4,584105385.1,883757961.8,1133468442,1261580776,1457006369,1580789642,1617713053,1305689797,1139141743,1148894668,1171521456,1447919376,1254811443,1517165150,1439921977,1520091027,1513849155,1437191157,1482054616,1318205462,1340442133,1577243173,1819895969,1868465540,1969310793,2230689207,2739011704,3022626788,3244603381,3462483745,3367490247,3671391417,5000715215,9250650195,8766319896,8213524057,7533550065,7935955787,6802665800,6710013004
Other small states,OSS,Regions Clubbed Geographically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1181034800,1241572243,1321905494,1492967640,1665571036,1567182738,1405242372,1476880365,1538111279,2336006316,2716234095,2840470034,3197518931,3541094594,4420949379,5600124148,5382383419,5314373065,3764836894,3828862888,3965664123,4512570500,4074979973,4184199984,,4366787606
Pakistan,PAK,Country,Military expenditure (current USD),208845208.8,210105210.1,200340200.3,219660219.7,257880257.9,439635439.6,549675549.7,478275478.3,492555492.6,552720552.7,635250635.3,739410739.4,478207381.8,477624634.2,609191919.2,771161616.2,833181818.2,913585858.6,1031868687,1181818182,1429292929,1737373737,1852711543,1985972402,2114435830,2143969262,2282625019,2500172426,2721723240,2580142638,2810101624,3067123794,3388776373,3308760745,3320617929,3665932427,3547799671,3320238863,3218881738,3080764514,2973072722,2842046790,3273401893,3722814794,4128195489,4587117425,4969197611,5342575138,5226678787,5274564971,5974613176,6954787511,7478971082,7645455529,8654930762,9483482373,9973768059,11461253917,11375525626
Panama,PAN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,103800000,102900000,101900000,73100000,78600000,78800000,95200000,101000000,96600000,101200000,118000000,104000000,111600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,PER,Country,Military expenditure (current USD),49085687.49,63020431.3,66368381.8,97315436.24,120432513,132736763.6,145041014.2,243980653.5,113178294.6,128940568.5,218087855.3,247286821.7,276485788.1,364341085.3,454780361.8,710909865.5,778394355.4,1031640130,665178542.9,520650234.3,948572813.3,994511245.1,1268695337,927159637.2,666310916.2,666976464.5,867538985.5,1455232303,736618231.5,862654199.4,777066944.8,697734627.8,904617805,956586465,1111161731,1413463629,1396469289,1178753608,1141808874,992217726.3,912005730.7,904235449.1,839613251.8,891253913.4,922046074.5,1203039421,1291060140,1332655376,1503663891,1848562930,2178945723,2355167834,2857983382,3305451871,3217579346,3312214570,2536072335,2665785313,2708912280
Philippines,PHL,Country,Military expenditure (current USD),123821340,128712871.3,82889601.24,94235401.82,93605898.71,93114395.13,109615384.6,129487179.5,153846153.8,189230769.2,155055171.2,161310133.7,196259386,301201252.8,521518532.3,,714759968.1,754442226.1,622746329,874273979.8,879326573,982322001.6,964637002.3,800165576.3,513453143.1,609330746.5,593798594.1,652382133.2,931561008.2,954928761,951481870,913219741.9,1078843704,1173017500,1392199022,1700402497,1879303176,1576447115,1225561281,1341016654,1303077685,1122103992,1199121767,1301286084,1243221348,1372702435,1607271267,2014371029,2270904919,2115785124,2438189569,2701492158,2898685257,3377027861,3103128266,3335552977,4357991313,3755351173,3769741011
Palau,PLW,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,7933048.215,21985174.2,22276752.32,27421800.61,30150739.65,38795968.68,38248532.25,,,,34289370.3,37450561.76,42383569.1,46294747.84,53074242.22,68691099.48,52642141.66,58569676.66,68596992.16,83255878.34,56405488.19,78744873.28,79556597.15,49720532.99,35678026.43,33606981.63,25230765.6,17020861.47,19307132.13,24421729.44,30464707.68,31307966.36,39287099.33,39332022.27,52048171.78,46335624.37,64193136.14,110623185.3,105100890.6,112375527.6,99840642.68,79051319.31,71907641.56,60592819.14
Poland,POL,Country,Military expenditure (current USD),3550000000,4025000000,4375000000,4950000000,5200000000,5525000000,5975000000,6275000000,7225000000,7975000000,8525000000,9452062887,10054347826,12059701493,13162650602,14337349398,15572289157,17379518072,10292598967,1936746988,1506218239,1567860808,2122035928,2195521573,2313670081,2140789170,2173578189,1765484773,1783781524,1493906252,1540736842,1721995821,1881935067,2123378416,2251923178,2719362634,3083416787,3192276377,3491022616,3226555351,3146106713,3630645595,3776173214,4150261759,4778627749,5896404861,6619413759,8589136364,9349421394,7903812008,8790170132,9455422988,8986838792,9275711727,10345153575,10212785781,9164190587,9870680628,11596155291
Pre-demographic dividend,PRE,Regions Clubbed Economically,Military expenditure (current USD),,,,,,511524328,516349912.7,680726858.1,898872214.6,1360301692,1467438144,1536271619,1888890411,2286722214,3533736307,5467924061,5321747700,6392103257,7216037976,8117134537,8746175573,8761679184,4181250346,4094395507,4134648967,3958073882,3567854199,3622240295,3858892358,3682941985,4771894025,4050240467,2689576654,4226109874,2251644396,2087386762,2303553763,2707359210,2912012465,3534391912,2943330107,2764998588,3283060416,3666436814,5582172254,6790746260,9024625898,11674115873,16762333514,16454226930,14670807167,16148704930,16385564270,23465402718,24195384348,24252553280,19707109971,23034160650,18526652903
Puerto Rico,PRI,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Korea,PRK,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Country,Military expenditure (current USD),105157457.3,171194666.8,199785222.2,199087891.6,224400993,232350562,257175532.1,333045103.3,371893392.1,374919807,436103595.4,518294924.4,593121489.2,682681692.2,988203732.2,778693990.9,623403324,576875736.5,622564542.5,701973945.7,867810131,843539896.8,803004962,692947642.5,628464842.1,653587081.2,935754339.7,1130608394,1347837652,1456535413,1875087897,2115383815,2532649406,2192208142,2173634730,2670121572,2600849533,2388687811,2335597096,2406493740,2204256495,2324811411,2602230483,3109812942,3719431562,4039322489,4066783668,4366184075,4812099462,4949690419,4718924038,4904393519,4137254045,4724102082,4111548064,3565420872,3569059626,3646515110,4247842971
Paraguay,PRY,Country,Military expenditure (current USD),7088541.594,7187461.316,8276810.921,9208934.811,9815376.859,11679624.64,13588794.05,14936443.05,16621004.29,17856349.21,19316666.67,20750000,28851587.3,30915873.02,31434126.98,43488888.89,46757936.51,55486507.94,69522222.22,63530158.73,89326190.48,131942063.5,208026190.5,221221334.9,172997512.4,158363306.1,191435349.3,116922830.9,178435818.2,98142356.71,112234255.7,197613496.8,169556285.2,157930499.3,161100272.3,206926409.3,202012224.8,167982106.9,139262988,116553254.9,110248167.2,91298893.93,69892741.29,63511880.06,84466986.26,77468937.97,106557406.1,132393616.2,168154857.4,168486261.9,204605254.8,285106240.8,320909756.6,371215575.4,398370979.3,386538864.3,343232340.6,348179657.5,386556389.6
West Bank and Gaza,PSE,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,Regions Clubbed Economically,Military expenditure (current USD),63331308050,66771926286,73684414864,75118429835,75316014748,77057218651,90379248985,1.04E+11,1.09E+11,1.11E+11,1.12E+11,1.11E+11,1.21E+11,1.31E+11,1.46E+11,1.60E+11,1.64E+11,1.84E+11,2.11E+11,2.43E+11,2.78E+11,3.02E+11,3.45E+11,3.43E+11,3.57E+11,3.87E+11,4.47E+11,4.88E+11,5.12E+11,5.24E+11,5.62E+11,5.42E+11,5.78E+11,5.52E+11,5.52E+11,5.65E+11,5.53E+11,5.36E+11,5.26E+11,5.39E+11,5.46E+11,5.49E+11,6.10E+11,7.16E+11,8.03E+11,8.52E+11,8.88E+11,9.59E+11,1.06E+12,1.09E+12,1.12E+12,1.16E+12,1.12E+12,1.06E+12,1.03E+12,9.71E+11,9.84E+11,1.01E+12,1.08E+12
French Polynesia,PYF,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,616740088.1,1059505495,1467252747,905192307.7,874862637.4,1528873626,,865412087.9,982554945.1,848461538.5,790796703.3,895631868.1,,,,,,,,,,,760989011,784615384.6,772362637.4,887500000,1065741758,1562225275,2317500000,1948351648,1876758242,,,,,,,,
Romania,ROU,Country,Military expenditure (current USD),740833333.3,794666666.7,902000000,904833333.3,949166666.7,1034000000,1076000000,1123833333,1255833333,1380000000,1542000000,1618333333,1824593128,545381021.8,565500000,635500000,691500000,717000000,834413568.5,860000000,755555555.6,915333333.3,989333333.3,888319702,731196135.4,2050007584,2307873265,2272446246,2524357529,2572110229,1739025771,1377194085,831620409.6,722451519.7,936686222.5,983140541.4,874451238.9,1074785782,1254227893,955337577,935569610.3,985657655.7,1056136062,1250327559,1530183904,1975975151,2251493425,2607689942,3000404945,2225144540,2086220460,2379871482,2102886223,2452512981,2691470287,2580594158,2644159836,3622068492,4608673550
Russian Federation,RUS,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7766720078,13547871733,12741629470,15826340652,17577353181,7955730401,6469035211,9228204144,11683151345,13943825063,16973739085,20955413571,27336977274,34517781619,43534994996,56183785393,51532116798,58720227609,70237523951,81469399931,88352896464,84696504653,66418708184,69245309461,66527303992,61387546980
Rwanda,RWA,Country,Military expenditure (current USD),,,,,,,,,,,,,,9365839.708,7786746.398,9319735.189,10297663.29,16062942.55,14393007.32,19633017.15,23552267.56,28682783.33,28175370.73,28024671.7,25460676.62,27250728.43,34889469.11,36093359.48,36626347.16,41622478.13,95132735.43,105333802.1,88570170,89436136.36,40510575.39,56449336.72,73658822.76,77272576.53,87091837.06,80852363.58,61329857.12,56885903.13,51118614.12,45196268.98,41215761.05,44996351.89,54557648.04,55580440.8,67660359.62,75278486.05,74514417.29,75383928.56,79793910.09,82480715.58,90937755.73,103563214.7,107278618.7,115716812.4,118959174
South Asia,SAS,Regions Clubbed Geographically,Military expenditure (current USD),907263907.3,975576975.6,1281626032,2029027279,2258473508,2580099330,2226113221,1981720244,2093727386,2260017315,2497384111,3032817145,3012238925,3091792935,3617352058,4220850560,4274319168,4566606232,5179372598,5953181650,7068252653,7840131120,8390959903,9123579937,9400417922,10155420643,12274580839,13926518805,14601413726,13710749622,13945113110,12384138295,12264104419,12425175007,13224872081,14843922761,14898083870,16208417999,16616786868,18392238657,18874870624,18887889072,19361949143,21420874130,26012470554,29359373061,30830893326,35994785233,41198040830,47239315908,55774806952,60752379602,58489489059,59196047345,64435959968,66175430519,72134959697,82077343949,84058551331
Saudi Arabia,SAU,Country,Military expenditure (current USD),140888888.9,71555555.56,84222222.22,113777777.8,123555555.6,177777777.8,300444444.4,336222222.2,338666666.7,429333333.3,471555555.6,587274311.7,930574823.6,1565589936,,,,11584767351,13404087588,17616726771,20724493047,24399927864,27095797466,21872720536,22672050990,17656965219,,14460266667,13354666667,12749866667,16355466667,16355466667,15360266667,16451200000,14279733333,13200266667,13340000000,18126666667,20861600000,18320000000,19964266667,21026666667,18501866667,18747466667,20910400000,25392038601,29580507343,35469513009,38222933333,41267200000,45244533333,48530933333,56497866667,67020000000,80762400000,87185866667,63672800000,70400000000,67554666667
Sudan,SDN,Country,Military expenditure (current USD),18667432.51,20505456.63,24842044.8,28144744.4,41872487.08,56375646.18,50315910.4,52268811.03,57725445.15,87018954.62,108271108.6,109994256.2,107983917.3,113153360.1,111430212.5,119471568.1,179207352.1,216538485.8,175916407.9,239999813.6,228000000,203987417.2,172214638.2,230769230.8,355384615.4,205293356.8,260000000,310333333.3,369333333.3,,1177777778,1365798115,183718440.7,257981093.9,226167004.5,138756425.7,106332797.7,97731859.32,259957570.1,429617897.4,587267572.3,388091317.4,484607263,398110221.7,1240766949,1164995936,1647839194,2427072595,3228000000,3180483010,,,,,,2279621640,2748511976,4382998817,1047878720
Senegal,SEN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,94390801.14,96502271.87,86843238.35,73072311.52,70617688.27,65136844.13,64966400.53,85476428.36,99871230.5,105288603.6,99602517.81,118215709,110014994.3,109772868.1,119937986.2,66146738.59,80915880.66,79774881.15,70800402.28,75090854.85,78285006.15,62361652.64,68891286.82,74361395.03,96856503.79,107553687.9,124403755.3,148555145.4,192807975.5,216870289.5,214824243,195732892.9,230190350.7,196661489,236737916,239893611.6,214827965.2,304764264.2,305441261.6,346772974.6
Singapore,SGP,Country,Military expenditure (current USD),,,,,,,,,,,103635152,128085357.5,150044444.4,198891497.8,225904541.5,269156159.1,306272360.8,380523899.3,418861751.4,452160437.1,560080515.2,681003838.7,738310856.9,732945268.7,918624711.7,1049587528,1021162660,1052360421,1205886445,1410452965,1801901210,2022806865,2332148536,2481448703,2797163882,3672797697,4100238291,4457304302,4466270315,4493173880,4330726931,4309127542,4528116431,4723679528,5043396461,5463830810,5830527462,6518528963,7454324103,7537761858,8108851420,8922267805,9171948019,9345680492,9596602344,9383830669,9873331564,10195721999,10841000269
Solomon Islands,SLB,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Country,Military expenditure (current USD),,1930599.228,1983799.206,2155999.138,2353399.059,2505998.998,2539598.984,2883153.573,2658001.063,3297601.319,3986401.595,3770637.41,4234610.668,5022404.825,6779970.098,6526389.844,6020631.897,7064980.375,8118123.472,10785547.37,15907791.96,15788111.47,14128284.83,10236934.65,9920516.345,6281702.97,7227148.725,4585444.665,9011475.022,14394912.13,12387253.54,23179749.72,26661754.52,23339131.11,26495551.69,25023304.59,18592815.28,9490749.703,,,23310804.35,29911134.61,27133961.88,28467933.59,22961537.04,23552130.23,28022458.48,29076876.18,23645736.56,26405564.66,25062278.63,25476183.91,29758934.08,31684939.41,48810630.79,39226514.27,37414732.17,39577826,29622478.1
El Salvador,SLV,Country,Military expenditure (current USD),4384473.695,4441787.077,6218501.908,6103875.145,5724173.991,6483576.298,6591038.889,6777307.379,6619695.579,7508052.995,7135516.014,8516583.63,11140612.1,12475644.13,13350320.28,15652099.64,20531871.89,28588099.64,34987046.26,54644241.99,62055971.53,78352569.4,94372953.74,124526263.3,235932384.3,250433594.3,163311245.6,176891743.8,178963345.2,213029679.7,163886690.4,145127188.6,134193736.7,116470035.6,109334519.6,111636298.9,110830676.2,112211743.8,110830676.2,114743701.1,110370320.3,150651459.1,161700000,126600000,128000000,132900000,142100000,165600000,173000000,189900000,201000000,220700000,224300000,237500000,233900000,247700000,247600000,260900000,266460000
San Marino,SMR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Country,Military expenditure (current USD),,3160000,3700000,4480000,5420000,5170000,6500000,7530000,8340000,9000000,11200000,11400000,13200000,16100000,21400000,23100000,26300000,31700000,81400000,87700000,95500000,134000000,83900000,83900000,89200000,44300000,34900000,28500000,49500000,8560000,,,,,,,,,,,,,,,,,,,,,,,,26050000,60258000,46614000,47706000,60406000,61556000
Serbia,SRB,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914364967.9,642122263.4,737469450.8,337080608.4,494069226.5,678511699.8,730567122.9,739172065.1,629500942.8,705062714.3,971570564.6,1111631538,974288479.2,872339631.7,986958193.7,853622633.2,919809908.3,913368512.8,724151880.2,710397717.1,801700087.2,904323391.5
Sub-Saharan Africa (excluding high income),SSA,Regions Clubbed Economically,Military expenditure (current USD),,,,422263764.8,545722182.1,669309717.9,713517382.4,878292920.6,1119925402,1540387743,1613808372,1728970667,2052076755,2566938497,3481515505,5684992345,5683281396,7054371327,7968045685,8809036420,9508375819,8817673940,8090192009,8226206243,7892706991,7044197904,7132065129,8275763703,9332461604,9259667989,10664269382,9342349181,7411657272,8339718592,6499487573,6187604533,5710615260,6093501182,6053235044,6728985238,6350708383,5746794114,6561325658,7427343620,9304737032,10394213335,12498186342,14164248907,17956284790,17831275367,16590195672,18223430234,18751443006,21739346175,23245601767,20233906684,19101394125,21610583992,18299260491
South Sudan,SSD,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551454504.4,587966866.7,896390706.9,609898632.6,650910667.8,1052721970,988225988.7,981983050.8,1301525424,1151920377,135338143.6,72388104.57,59353054.3
Sub-Saharan Africa,SSF,Regions Clubbed Geographically,Military expenditure (current USD),,,,422263764.8,545722182.1,669309717.9,713517382.4,878292920.6,1119925402,1540387743,1613808372,1728970667,2052076755,2566938497,3481515505,5684992345,5683281396,7054371327,7968045685,8809036420,9508375819,8817673940,8090192009,8226206243,7892706991,7051444555,7141827481,8287085111,9344609676,9272704413,10679109457,9358910888,7432157156,8352668435,6511374769,6199196374,5721158562,6104899536,6063777422,6740075385,6361034224,5757859510,6573025593,7439582729,9320664305,10408940608,12512552729,14179425610,17967409600,17839926570,16597353232,18232142939,18761367116,21753112627,23278199397,20254523519,19128112584,21632842537,18322083773
Small states,SST,Regions Clubbed Geographically,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1290830254,1347043765,1405649008,1581134256,,,,1572187909,1653068473,2467793065,2867010977,3049309516,3426930446,3814827759,4743519784,5972745764,5735324372,5669828785,4153174674,4243244084,4416322109,4928043468,4509524486,,,4875197474
Sao Tome and Principe,STP,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266899036.6,299993419.1,629622682.6,641559871.1,499529506.7,397592215.7,327169170.9,342322768.9,393996598.3,440059286,624508454.6,711290428,823313455.4,911370626.8,1139194488,1411710285,1350294439,1137680536,1064842811,1020180035,967923107.9,997703821.8,985915493,1003048084,1049074347,1280643981
Slovenia,SVN,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281422738.5,230303671.6,237949504.1,334655022.9,329972648.3,290785271.8,301139822.2,274841827.8,222391556.8,271488790.4,326959522.8,416906753.7,493153892.9,514172799.5,608833753.4,692654912.6,829384406.9,798868642.2,772085107.5,665679671.4,543496416.5,506742932.1,486194870.4,400771875.3,449177539.1,473796757.2,529496122.7
Sweden,SWE,Country,Military expenditure (current USD),526848900.4,564736401.6,636258725.2,697922566.5,758619889.8,844543330,906980385.5,921961412.7,941001815.1,1017260076,1118164544,1238804427,1458082236,1702215353,1855084673,2232315959,2345444903,2560335056,2873317738,3368143352,3791756609,3490216138,2980130869,2629021887,2668524384,2795295633,3577484916,4469563626,4917620754,5032977192,6169504240,6219460369,6418628291,5011158320,5154504230,5729770498,6203436943,5203218383,5132285182,5148727432,4789440137,4128046006,4354573015,5305640404,5514710385,5518466926,5577203266,6386221162,6024791006,5062962024,5885935800,6324747364,6243671605,6528737467,6555518064,5387123174,5427549191,5526592999,5755367603
Eswatini,SWZ,Country,Military expenditure (current USD),,,,,,,,,,,,,,,,,,5390626.348,8259877.065,10183559.48,13135761.89,12379584.3,11074579.58,11735930.35,9116913.399,6646662.948,7341260.29,8349582.275,8720150.255,8731526.53,14223211.66,16006837.31,20976434.16,23724347.71,25804044.16,28769619.72,26486561.92,25662115.12,25731330.54,25853264.11,24471060.53,19665055.21,18338440.52,31927690.93,42695547.31,59471673.9,58520575.05,61877516.72,66657830.2,75911617.99,102032175,106629408.9,90639795.27,86040376.76,81355330.93,73527854.06,72447621.01,88678493.74,87787078.57
Sint Maarten (Dutch part),SXM,Semi Autonomous Region,Military expenditure (current USD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
